Fight_ID,Fight_Date,Fighter_A_ID,Fighter_B_ID,Weight_Class,Rounds_Scheduled,Fight_Duration_Seconds,Status,Winner_Fighter_ID,Method,Round_Ended
692,"April 12, 2025",517,3,middleweight,3,169,completed,517,KO/TKO,1
693,"August 16, 2025",517,460,middleweight,3,183,completed,517,KO/TKO,1
694,"February 7, 2026",517,214,middleweight,3,900,completed,517,decision,3
695,"September 28, 2021",893,894,heavyweight,3,660,completed,893,KO/TKO,3
696,"August 20, 2024",893,895,heavyweight,3,299,completed,893,KO/TKO,1
697,"June 21, 2025",893,268,heavyweight,3,900,completed,268,decision,3
698,"September 14, 2021",82,83,light heavyweight,3,409,completed,82,submission,2
699,"February 5, 2022",82,84,light heavyweight,3,177,completed,82,KO/TKO,1
700,"May 21, 2022",82,85,heavyweight,3,275,completed,82,submission,1
701,"September 10, 2022",82,86,light heavyweight,3,267,completed,82,submission,1
702,"January 21, 2023",82,87,heavyweight,3,476,completed,82,KO/TKO,2
703,"May 13, 2023",82,88,heavyweight,3,223,completed,82,submission,1
704,"March 9, 2024",82,268,heavyweight,3,336,completed,268,KO/TKO,2
705,"June 1, 2024",82,89,heavyweight,3,147,completed,82,submission,1
706,"January 18, 2025",82,613,heavyweight,3,293,completed,82,KO/TKO,1
707,"October 25, 2025",82,628,heavyweight,3,900,completed,628,decision,3
708,"February 1, 2026",82,893,heavyweight,3,900,completed,893,decision,3
709,"October 19, 2023",896,897,flyweight,3,531,completed,896,KO/TKO,2
710,"May 10, 2014",896,898,flyweight,3,900,completed,896,decision,3
711,"September 20, 2014",896,899,flyweight,3,228,completed,896,KO/TKO,1
712,"January 3, 2015",896,900,flyweight,3,900,completed,896,decision,3
713,"April 25, 2015",896,901,flyweight,5,1499,completed,901,submission,5
714,"September 26, 2015",896,902,flyweight,3,900,completed,896,decision,3
715,"May 8, 2016",896,903,flyweight,3,900,completed,896,decision,3
716,"November 19, 2016",896,904,flyweight,3,900,completed,896,decision,3
717,"November 22, 2025",896,905,flyweight,3,738,completed,896,submission,3
718,"July 18, 2020",28,29,flyweight,3,282,completed,28,submission,1
719,"January 23, 2021",28,30,flyweight,3,900,completed,28,decision,3
720,"August 20, 2022",28,31,flyweight,3,274,completed,28,submission,1
721,"December 17, 2022",28,906,flyweight,3,733,completed,28,KO/TKO,3
722,"June 3, 2023",28,32,flyweight,5,1500,completed,28,decision,5
723,"November 2, 2024",28,574,flyweight,5,1500,completed,574,decision,5
724,"February 7, 2026",28,896,flyweight,3,900,completed,896,decision,3
725,"September 26, 2023",820,907,bantamweight,3,182,completed,820,KO/TKO,1
726,"March 2, 2024",820,472,bantamweight,3,881,completed,820,KO/TKO,3
727,"June 29, 2024",820,474,bantamweight,3,900,completed,820,decision,3
728,"July 19, 2025",820,650,bantamweight,3,900,completed,820,decision,3
729,"January 19, 2019",232,567,bantamweight,3,211,completed,567,submission,1
730,"July 20, 2019",232,233,bantamweight,3,900,completed,232,decision,3
731,"February 8, 2020",232,847,bantamweight,3,401,completed,232,KO/TKO,2
732,"March 6, 2021",232,210,bantamweight,3,347,completed,210,KO/TKO,2
733,"February 19, 2022",232,146,bantamweight,3,900,completed,232,decision,3
734,"June 25, 2022",232,234,bantamweight,3,147,completed,232,submission,1
735,"November 5, 2022",232,235,bantamweight,3,294,completed,232,submission,1
736,"March 11, 2023",232,236,bantamweight,3,198,completed,232,submission,1
737,"August 19, 2023",232,261,bantamweight,3,900,completed,232,decision,3
738,"January 13, 2024",232,474,bantamweight,3,900,completed,232,decision,3
739,"October 5, 2024",232,805,bantamweight,3,900,completed,232,decision,3
740,"June 7, 2025",232,830,bantamweight,3,900,completed,232,decision,3
741,"February 7, 2026",232,820,bantamweight,5,586,completed,232,submission,2
742,"September 26, 2023",920,184,women's flyweight,3,900,completed,184,decision,3
743,"June 15, 2024",920,837,women's flyweight,3,900,completed,837,decision,3
744,"March 15, 2025",920,921,women's flyweight,3,100,completed,920,KO/TKO,1
745,"July 19, 2025",920,398,women's flyweight,3,690,completed,920,KO/TKO,3
746,"August 6, 2022",917,918,women's flyweight,3,837,completed,917,KO/TKO,3
747,"March 18, 2023",917,834,women's flyweight,3,900,completed,834,decision,3
748,"August 12, 2023",917,919,women's flyweight,3,221,completed,919,KO/TKO,1
749,"May 3, 2025",917,419,women's flyweight,3,900,completed,917,decision,3
750,"February 21, 2026",920,917,women's flyweight,3,900,completed,920,decision,3
751,"October 15, 2024",927,928,featherweight,3,900,completed,927,decision,3
752,"May 17, 2025",927,368,featherweight,3,174,completed,927,submission,1
753,"November 1, 2025",927,929,featherweight,3,221,completed,927,submission,1
754,"August 4, 2020",679,922,lightweight,3,255,completed,679,submission,1
755,"December 5, 2020",679,923,lightweight,3,22,completed,679,KO/TKO,1
756,"June 5, 2021",679,794,lightweight,3,900,completed,794,decision,3
757,"December 18, 2021",679,924,lightweight,3,425,completed,679,submission,2
758,"April 16, 2022",679,925,lightweight,3,900,completed,679,decision,3
759,"February 23, 2023",679,926,lightweight,3,147,completed,679,KO/TKO,1
760,"November 18, 2023",679,554,lightweight,3,178,completed,554,submission,1
761,"May 31, 2025",679,206,lightweight,3,99,completed,679,submission,1
762,"February 21, 2026",927,679,featherweight,3,900,completed,679,decision,3
763,"September 2, 2025",930,931,welterweight,3,68,completed,930,KO/TKO,1
764,"August 20, 2019",913,932,welterweight,3,616,completed,913,KO/TKO,3
765,"February 13, 2021",913,933,welterweight,3,900,completed,933,decision,3
766,"July 31, 2021",913,934,welterweight,3,561,completed,913,KO/TKO,2
767,"February 5, 2022",913,935,welterweight,3,435,completed,913,KO/TKO,2
768,"June 24, 2023",913,936,welterweight,3,900,completed,936,decision,3
769,"June 1, 2024",913,937,welterweight,3,900,completed,937,decision,3
770,"June 14, 2025",913,287,welterweight,3,843,completed,913,KO/TKO,3
771,"November 1, 2025",913,742,welterweight,3,900,completed,742,decision,3
772,"February 21, 2026",913,930,welterweight,3,900,completed,930,decision,3
773,"November 7, 2020",302,870,welterweight,3,723,completed,870,KO/TKO,3
774,"August 21, 2021",302,303,welterweight,3,153,completed,302,submission,1
775,"January 15, 2022",302,300,welterweight,3,900,completed,300,decision,3
776,"February 26, 2022",302,304,welterweight,3,122,completed,302,submission,1
777,"May 18, 2024",302,915,welterweight,3,900,completed,915,decision,3
778,"November 16, 2024",302,305,welterweight,3,175,completed,302,KO/TKO,1
779,"May 31, 2025",302,942,welterweight,3,196,completed,302,submission,1
780,"October 4, 2025",302,811,welterweight,3,444,completed,302,submission,2
781,"June 18, 2019",812,122,middleweight,3,900,completed,812,decision,3
782,"December 14, 2019",812,216,middleweight,3,197,completed,812,KO/TKO,1
783,"January 16, 2021",812,938,middleweight,3,288,completed,812,KO/TKO,1
784,"July 24, 2021",812,59,middleweight,3,900,completed,59,decision,3
785,"February 5, 2022",812,331,middleweight,3,900,completed,331,decision,3
786,"July 16, 2022",812,141,middleweight,3,328,completed,812,KO/TKO,2
787,"January 14, 2023",812,939,middleweight,3,499,completed,939,KO/TKO,2
788,"December 2, 2023",812,859,middleweight,3,550,completed,859,submission,2
789,"June 8, 2024",812,940,welterweight,3,900,completed,812,decision,3
790,"January 11, 2025",812,941,welterweight,3,31,completed,812,KO/TKO,1
791,"February 21, 2026",812,302,welterweight,3,900,completed,812,decision,3
792,"September 2, 2023",943,824,women's bantamweight,3,900,completed,943,decision,3
793,"April 6, 2024",943,826,women's bantamweight,3,486,completed,943,KO/TKO,2
794,"September 28, 2024",943,426,women's bantamweight,3,900,completed,426,decision,3
795,"April 12, 2025",943,944,women's bantamweight,3,472,completed,943,submission,2
796,"August 2, 2025",943,945,women's bantamweight,3,900,completed,945,decision,3
797,"January 16, 2021",824,345,women's bantamweight,3,900,completed,824,decision,3
798,"February 6, 2021",824,945,women's bantamweight,3,900,completed,945,decision,3
799,"October 23, 2021",824,946,women's bantamweight,3,900,completed,946,decision,3
800,"June 11, 2022",824,947,women's bantamweight,3,900,completed,824,decision,3
801,"July 30, 2022",824,396,women's bantamweight,3,900,completed,824,decision,3
802,"April 15, 2023",824,36,women's bantamweight,3,900,completed,824,decision,3
803,"June 1, 2024",824,948,women's bantamweight,3,900,completed,948,decision,3
804,"October 19, 2024",824,949,women's bantamweight,3,873,completed,824,submission,3
805,"April 26, 2025",824,437,women's bantamweight,3,151,completed,824,KO/TKO,1
806,"February 21, 2026",824,943,women's bantamweight,3,464,completed,824,submission,2
807,"October 15, 2024",952,953,flyweight,3,900,completed,952,decision,3
808,"April 5, 2025",952,492,flyweight,3,404,completed,492,KO/TKO,2
809,"September 13, 2025",952,10,flyweight,3,900,completed,10,decision,3
810,"September 13, 2025",951,906,flyweight,3,647,completed,951,KO/TKO,3
811,"February 21, 2026",951,952,flyweight,3,900,completed,951,decision,3
812,"August 16, 2025",962,571,flyweight,3,484,completed,571,submission,2
813,"July 16, 2019",492,954,bantamweight,3,279,completed,492,submission,1
814,"January 18, 2020",492,234,bantamweight,3,169,completed,234,submission,1
815,"February 26, 2021",492,955,featherweight,3,26,completed,492,KO/TKO,1
816,"August 7, 2021",492,956,flyweight,3,284,completed,956,KO/TKO,1
817,"November 6, 2021",492,77,flyweight,3,900,completed,492,decison,3
818,"June 4, 2022",492,957,flyweight,3,61,completed,957,KO/TKO,1
819,"August 13, 2022",492,958,flyweight,3,179,completed,958,KO/TKO,1
820,"August 5, 2023",492,76,flyweight,3,491,completed,76,submission,2
821,"March 16, 2024",492,959,flyweight,3,267,completed,959,submission,1
822,"September 14, 2024",492,960,flyweight,3,900,completed,960,decison,3
823,"August 9, 2025",492,961,bantamweight,3,900,completed,961,decison,3
824,"February 21, 2026",492,962,flyweight,3,900,completed,962,decison,3
825,"September 7, 2021",852,56,middleweight,3,695,completed,852,KO/TKO,3
826,"May 21, 2022",852,938,middleweight,3,288,completed,852,KO/TKO,1
827,"September 17, 2022",852,963,middleweight,3,387,completed,963,KO/TKO,2
828,"March 25, 2023",852,339,middleweight,3,900,completed,339,decision,3
829,"March 30, 2024",852,872,welterweight,3,900,completed,852,decision,3
830,"October 12, 2024",852,325,welterweight,3,900,completed,852,decision,3
831,"March 15, 2025",852,784,welterweight,3,439,completed,852,KO/TKO,2
832,"July 12, 2025",852,937,welterweight,3,69,completed,937,submission,1
833,"October 26, 2024",878,964,welterweight,3,900,completed,964,decision,3
834,"July 26, 2025",878,965,welterweight,3,42,completed,965,KO/TKO,1
835,"February 21, 2026",878,852,welterweight,3,900,completed,878,decision,3
836,"May 18, 2019",853,966,welterweight,3,107,completed,853,KO/TKO,1
837,"September 14, 2019",853,967,welterweight,3,900,completed,957,decision,3
838,"February 15, 2020",853,453,welterweight,3,789,completed,435,disqualification,3
839,"September 5, 2020",853,968,welterweight,3,879,completed,853,submission,3
840,"December 19, 2020",853,871,welterweight,3,900,completed,853,decision,3
841,"January 22, 2022",853,340,welterweight,3,900,completed,853,decision,3
842,"May 21, 2022",853,875,welterweight,3,900,completed,853,decision,3
843,"October 14, 2023",853,748,middleweight,3,66,completed,853,KO/TKO,1
844,"May 4, 2024",853,95,middleweight,3,54,completed,853,submission,1
845,"October 19, 2024",853,857,middleweight,5,1342,completed,857,KO/TKO,5
846,"April 26, 2025",853,969,middleweight,3,900,completed,969,decision,3
847,"August 23, 2025",853,970,middleweight,3,43,completed,970,KO/TKO,1
848,"August 22, 2023",751,971,middleweight,3,74,completed,751,submission,1
849,"June 8, 2024",751,219,middleweight,3,20,completed,751,KO/TKO,1
850,"August 24, 2024",751,557,middleweight,3,900,completed,751,decision,3
851,"January 18, 2025",751,238,middleweight,3,184,completed,238,KO/TKO,1
852,"May 31, 2025",751,938,middleweight,3,900,completed,751,decision,3
853,"September 13, 2025",751,3,middleweight,3,51,completed,,No Contest,1
854,"November 8, 2025",751,972,middleweight,3,398,completed,751,submission,2
855,"February 21, 2026",751,853,middleweight,3,900,completed,853,decision,3
856,"October 1, 2024",916,986,welterweight,3,475,completed,916,KO/TKO,2
857,"January 11, 2025",916,740,welterweight,3,73,completed,916,KO/TKO,1
858,"September 3, 2024",742,985,welterweight,3,900,completed,742,decision,3
859,"February 21, 2026",1088,916,welterweight,3,181,completed,916,KO/TKO,1
860,"September 6, 2025",615,627,heavyweight,3,123,completed,615,KO/TKO,1
861,"May 4, 2019",613,502,heavyweight,3,50,completed,502,KO/TKO,1
862,"February 29, 2020",613,627,heavyweight,3,900,completed,627,decison,3
863,"July 18, 2020",613,987,heavyweight,3,900,completed,613,decison,3
864,"February 20, 2021",613,609,heavyweight,3,572,completed,613,KO/TKO,2
865,"June 19, 2021",613,273,heavyweight,3,900,completed,613,decison,3
866,"September 4, 2021",613,155,heavyweight,3,150,completed,155,KO/TKO,1
867,"March 5, 2022",613,782,heavyweight,3,136,completed,613,KO/TKO,1
868,"August 6, 2022",613,783,heavyweight,3,422,completed,613,KO/TKO,2
869,"September 2, 2023",613,631,heavyweight,5,524,completed,631,KO/TKO,2
870,"August 10, 2024",613,627,heavyweight,5,104,completed,613,submission,1
871,"February 21, 2026",613,615,heavyweight,3,900,completed,613,decision,3
872,"July 25, 2017",912,973,middleweight,3,106,completed,912,KO/TKO,1
873,"February 18, 2018",912,322,welterweight,3,168,completed,912,submission,1
874,"September 8, 2018",912,974,welterweight,3,383,completed,912,KO/TKO,2
875,"January 19, 2019",912,975,welterweight,3,900,completed,912,decision,3
876,"December 14, 2019",912,976,welterweight,3,90,completed,912,KO/TKO,1
877,"December 19, 2020",912,977,welterweight,5,1500,completed,977,decision,5
878,"May 8, 2021",912,936,welterweight,3,900,completed,936,decision,3
879,"December 11, 2021",912,875,welterweight,3,900,completed,912,decision,3
880,"August 6, 2022",912,910,welterweight,3,721,completed,912,KO/TKO,3
881,"May 4, 2023",912,978,welterweight,3,857,completed,978,submission,3
882,"February 17, 2024",912,979,welterweight,3,900,completed,979,decision,3
883,"October 26, 2024",912,776,welterweight,3,90,completed,912,KO/TKO,1
884,"August 16, 2025",912,980,welterweight,3,299,completed,980,KO/TKO,1
885,"August 4, 2020",941,981,lightweight,3,132,completed,941,KO/TKO,1
886,"March 6, 2021",941,982,lightweight,3,100,completed,941,KO/TKO,1
887,"September 25, 2021",941,763,lightweight,3,241,completed,763,submission,1
888,"May 21, 2022",941,457,lightweight,3,485,completed,941,KO/TKO,2
889,"July 29, 2023",941,874,welterweight,3,756,completed,941,KO/TKO,3
890,"November 18, 2023",941,983,welterweight,3,552,completed,983,submission,2
891,"April 27, 2024",941,876,welterweight,3,129,completed,941,KO/TKO,1
892,"August 9, 2025",941,984,welterweight,3,63,completed,941,KO/TKO,1
893,"November 8, 2025",941,965,welterweight,3,63,completed,941,KO/TKO,1
894,"February 21, 2026",941,912,welterweight,3,79,completed,941,KO/TKO,1
895,"July 25, 2017",798,994,featherweight,3,803,completed,798,submission,3
896,"January 20, 2018",798,651,featherweight,3,900,completed,651,decision,3
897,"June 9, 2018",798,995,featherweight,3,50,completed,798,KO/TKO,1
898,"December 15, 2018",798,996,featherweight,3,900,completed,798,decision,3
899,"March 16, 2019",798,997,featherweight,3,77,completed,798,submission,1
900,"June 22, 2019",798,998,featherweight,3,900,completed,798,decision,3
901,"February 8, 2020",798,999,featherweight,3,900,completed,798,decision,3
902,"May 16, 2020",798,188,featherweight,3,900,completed,798,decision,3
903,"July 15, 2020",798,599,featherweight,5,1500,completed,599,decision,5
904,"March 13, 2021",798,796,featherweight,3,22,completed,798,KO/TKO,1
905,"June 19, 2021",798,806,featherweight,5,1500,completed,806,decision,5
906,"December 11, 2021",798,537,featherweight,3,900,completed,537,decision,3
907,"June 4, 2022",798,601,featherweight,3,900,completed,601,decision,3
908,"January 14, 2023",798,552,featherweight,3,553,completed,798,KO/TKO,2
909,"June 10, 2023",798,1000,featherweight,3,900,completed,798,decision,3
910,"September 23, 2023",798,605,featherweight,3,900,completed,605,decision,3
911,"February 10, 2024",798,535,featherweight,3,163,completed,798,KO/TKO,1
912,"October 26, 2024",798,1001,featherweight,3,900,completed,1001,decision,3
913,"April 12, 2025",798,1002,featherweight,3,673,completed,798,KO/TKO,3
914,"July 19, 2025",798,1003,featherweight,3,900,completed,1003,decision,3
915,"January 21, 2023",988,539,lightweight,3,900,completed,539,decision,3
916,"July 15, 2023",988,989,featherweight,3,900,completed,988,decision,3
917,"December 9, 2023",988,990,featherweight,3,361,completed,990,KO/TKO,2
918,"June 15, 2024",988,991,featherweight,3,710,completed,988,submission,3
919,"February 22, 2025",988,535,featherweight,3,270,completed,988,submission,1
920,"March 29, 2025",988,992,featherweight,3,900,completed,988,decision,3
921,"May 17, 2025",988,993,featherweight,3,900,completed,988,decision,3
922,"December 13, 2025",988,439,featherweight,3,74,completed,988,KO/TKO,1
923,"February 21, 2026",988,798,featherweight,3,296,completed,988,KO/TKO,1
924,"June 19, 2018",857,218,middleweight,3,40,completed,,No Contest,1
925,"February 2, 2019",857,115,middleweight,3,367,completed,115,submission,2
926,"August 31, 2019",857,856,middleweight,3,579,completed,857,submission,2
927,"May 16, 2020",857,854,middleweight,3,39,completed,854,KO/TKO,1
928,"February 13, 2021",857,750,middleweight,3,413,completed,857,submission,2
929,"April 9, 2022",857,1004,middleweight,3,900,completed,857,decision,3
930,"May 20, 2023",857,1005,middleweight,3,661,completed,857,KO/TKO,3
931,"February 17, 2024",857,939,middleweight,3,503,completed,857,submission,2
932,"February 22, 2025",857,59,middleweight,3,900,completed,857,decision,3
933,"August 9, 2025",857,1006,middleweight,5,1065,completed,857,submission,4
934,"March 15, 2014",1007,1008,middleweight,3,273,completed,1007,submission,1
935,"May 31, 2014",1007,1009,middleweight,3,900,completed,1007,decision,3
936,"February 22, 2015",1007,875,welterweight,3,900,completed,875,decision,3
937,"July 15, 2015",1007,1010,welterweight,3,900,completed,1007,decision,3
938,"February 21, 2016",1007,1011,welterweight,3,865,completed,1007,KO/TKO,3
939,"June 4, 2016",1007,61,welterweight,3,900,completed,1007,decision,3
940,"April 8, 2017",1007,1012,welterweight,3,900,completed,1012,decision,3
941,"November 11, 2017",1007,300,welterweight,3,900,completed,1007,decision,3
942,"May 12, 2018",1007,784,welterweight,3,220,completed,784,KO/TKO,1
943,"October 27, 2018",1007,1013,welterweight,3,490,completed,1007,KO/TKO,2
944,"October 31, 2020",1007,1014,middleweight,3,900,completed,1007,decision,3
945,"November 14, 2020",1007,59,middleweight,3,392,completed,1007,KO/TKO,2
946,"May 1, 2021",1007,64,middleweight,3,900,completed,1007,decision,3
947,"July 31, 2021",1007,1015,middleweight,5,1500,completed,1007,decision,5
948,"February 5, 2022",1007,1016,middleweight,5,1500,completed,1007,decision,5
949,"July 2, 2022",1007,1017,middleweight,3,156,completed,1017,KO/TKO,1
950,"December 17, 2022",1007,409,middleweight,5,1500,completed,409,decision,5
951,"January 14, 2023",1007,1018,light heavyweight,5,1500,completed,1007,decision,5
952,"July 1, 2023",1007,969,middleweight,5,560,completed,1007,KO/TKO,2
953,"September 9, 2023",1007,5,middleweight,5,1500,completed,1007,decision,5
954,"January 20, 2024",1007,1019,middleweight,5,1500,completed,1019,decision,5
955,"June 1, 2024",1007,1020,middleweight,5,1500,completed,1007,decision,5
956,"February 8, 2025",1007,1019,middleweight,5,1500,completed,1019,decision,5
957,"February 21, 2026",1007,857,middleweight,5,743,completed,1007,KO/TKO,3
958,"September 26, 2023",1021,1022,featherweight,3,900,completed,1022,decision,3
959,"March 30, 2024",1021,1023,bantamweight,3,900,completed,1023,decision,3
960,"September 13, 2025",1024,1025,bantamweight,3,168,completed,1024,KO/TKO,1
961,"February 28, 2026",1024,1021,bantamweight,3,900,completed,1024,decision,3
962,"August 13, 2024",1026,4,middleweight,3,535,completed,4,KO/TKO,2
963,"October 14, 2025",1026,1027,middleweight,3,111,completed,1026,submission,1
964,"September 30, 2025",1028,1029,middleweight,3,106,completed,1028,KO/TKO,1
965,"February 28, 2026",1028,1026,middleweight,3,150,completed,1028,KO/TKO,1
966,"August 2, 2022",1030,368,featherweight,3,900,completed,1030,decision,3
967,"December 3, 2022",1030,1031,featherweight,3,374,completed,1030,KO/TKO,2
968,"April 22, 2023",1030,1032,featherweight,3,900,completed,1032,decision,3
969,"August 12, 2023",1030,929,featherweight,3,288,completed,929,KO/TKO,1
970,"August 24, 2024",1030,366,featherweight,3,900,completed,1030,decision,3
971,"March 8, 2025",1030,729,featherweight,3,900,completed,729,decision,3
972,"August 9, 2022",1033,1034,featherweight,3,92,completed,1033,KO/TKO,1
973,"December 10, 2022",1033,1035,featherweight,3,721,completed,1035,submission,3
974,"February 24, 2024",1033,730,featherweight,3,44,completed,730,KO/TKO,1
975,"February 28, 2026",1033,1030,featherweight,3,149,completed,1030,submission,1
976,"May 4, 2024",184,182,women's flyweight,3,900,completed,182,decision,3
977,"January 11, 2025",184,398,women's flyweight,3,900,completed,184,decision,3
978,"September 23, 2025",1036,1037,women's flyweight,3,900,completed,1037,decision,3
979,"February 28, 2026",1167,184,women's flyweight,3,900,completed,1167,decision,3
980,"September 23, 2025",1038,1039,featherweight,3,152,completed,1038,KO/TKO,1
981,"February 15, 2014",816,309,featherweight,3,900,completed,309,decision,3
982,"February 22, 2015",816,1040,bantamweight,3,900,completed,816,decision,3
983,"November 5, 2016",816,1041,bantamweight,3,753,completed,816,KO/TKO,3
984,"July 8, 2017",816,575,bantamweight,3,576,completed,575,submission,2
985,"February 3, 2018",816,577,bantamweight,3,900,completed,816,decision,3
986,"December 29, 2018",816,578,bantamweight,3,600,completed,578,KO/TKO,2
987,"November 16, 2019",816,1042,featherweight,3,900,completed,816,decision,3
988,"January 20, 2021",816,1001,featherweight,3,900,completed,1001,decision,3
989,"October 2, 2021",816,1043,bantamweight,3,124,completed,816,KO/TKO,1
990,"February 12, 2022",816,565,bantamweight,3,504,completed,816,submission,2
991,"May 13, 2023",816,262,bantamweight,3,900,completed,816,decision,3
992,"June 15, 2024",816,847,bantamweight,3,900,completed,847,decision,3
993,"February 28, 2026",816,1038,featherweight,3,299,completed,1038,KO/TKO,1
994,"March 12, 2022",641,236,bantamweight,3,127,completed,236,KO/TKO,1
995,"June 14, 2025",641,1044,bantamweight,3,157,completed,1044,KO/TKO,1
996,"October 26, 2021",1045,1046,bantamweight,3,900,completed,1045,decision,3
997,"September 3, 2022",1045,208,bantamweight,3,195,completed,1045,KO/TKO,1
998,"June 17, 2023",1045,376,bantamweight,3,145,completed,376,submission,1
999,"February 24, 2024",1045,205,bantamweight,3,724,completed,205,submission,3
1000,"February 28, 2026",1045,641,bantamweight,3,900,completed,1045,decision,3
1001,"November 3, 2018",443,444,women's featherweight,3,431,completed,443,submission,2
1002,"March 2, 2019",443,395,women's bantamweight,3,109,completed,443,KO/TKO,1
1003,"May 4, 2019",443,130,women's bantamweight,3,342,completed,443,KO/TKO,2
1004,"September 28, 2019",443,347,women's bantamweight,3,900,completed,347,decision,3
1005,"February 15, 2020",443,445,women's bantamweight,3,900,completed,443,decision,3
1006,"March 20, 2021",443,129,women's bantamweight,3,900,completed,443,decision,3
1007,"December 18, 2021",443,668,women's bantamweight,3,487,completed,668,submission,2
1008,"May 7, 2022",443,1047,women's bantamweight,3,900,completed,443,decision,3
1009,"September 10, 2022",443,33,women's bantamweight,3,841,completed,33,KO/TKO,3
1010,"March 16, 2024",443,444,women's bantamweight,3,234,completed,443,submission,1
1011,"June 29, 2024",443,341,women's bantamweight,3,418,completed,443,KO/TKO,2
1012,"May 31, 2025",443,656,women's bantamweight,3,900,completed,656,decision,3
1013,"October 4, 2025",443,1048,women's bantamweight,3,900,completed,1048,decision,3
1014,"September 3, 2022",948,346,women's bantamweight,3,594,completed,346,submission,2
1015,"July 15, 2023",948,1049,women's bantamweight,3,900,completed,948,decision,3
1016,"November 18, 2023",948,36,women's bantamweight,3,900,completed,948,decision,3
1017,"Septemner 28, 2024",948,1050,women's bantamweight,3,232,completed,948,submission,1
1018,"January 18, 2025",948,945,women's bantamweight,3,900,completed,948,decision,3
1019,"February 28, 2026",948,443,women's bantamweight,3,900,completed,948,decision,3
1020,"October 3, 2023",557,1051,light heavyweight,3,900,completed,1051,decision,3
1021,"September 13, 2025",557,938,middleweight,3,241,completed,938,submission,1
1022,"August 26, 2023",1052,1053,middleweight,3,171,completed,1052,KO/TKO,1
1023,"February 28, 2026",1052,557,middleweight,3,41,completed,1052,KO/TKO,1
1024,"August 8, 2023",291,292,flyweight,3,900,completed,291,decision,3
1025,"November 11, 2023",291,496,flyweight,3,900,completed,496,decision,3
1026,"May 4, 2024",291,906,flyweight,3,455,completed,906,KO/TKO,2
1027,"March 29, 2025",291,960,flyweight,3,900,completed,291,decision,3
1028,"August 23, 2025",291,497,flyweight,3,900,completed,497,decision,3
1029,"October 7, 2025",1054,1055,flyweight,3,132,completed,1054,KO/TKO,1
1030,"February 28, 2026",1054,291,flyweight,3,561,completed,1054,KO/TKO,2
1031,"January 31, 2024",353,496,flyweight,3,571,completed,496,KO/TKO,2
1032,"January 11, 2025",353,78,flyweight,3,124,completed,353,submission,1
1033,"August 2, 2025",353,494,flyweight,3,900,completed,494,decision,3
1034,"August 9, 2022",433,421,flyweight,3,900,completed,421,decision,3
1035,"July 8, 2023",433,489,flyweight,3,900,completed,489,decision,3
1036,"September 16, 2023",433,434,flyweight,3,227,completed,,No Contest,1
1037,"February 24, 2024",433,434,flyweight,3,137,completed,433,submission,1
1038,"September 14, 2023",433,496,flyweight,3,900,completed,496,decision,3
1039,"March 29, 2025",433,77,flyweight,3,150,completed,433,submission,1
1040,"February 28, 2026",433,353,flyweight,3,900,completed,433,decision,3
1041,"January 24, 2009",681,1056,lightweight,3,295,completed,1056,submission,1
1042,"February 2, 2013",681,1057,lightweight,3,825,completed,681,submission,3
1043,"November 6, 2013",681,1058,lightweight,3,230,completed,681,KO/TKO,1
1044,"December 14, 2013",681,1059,lightweight,3,900,completed,681,decision,3
1045,"July 26, 2014",681,1060,lightweight,3,900,completed,681,decision,3
1046,"November 22, 2014",681,188,lightweight,3,900,completed,188,decision,3
1047,"June 4, 2016",681,436,lightweight,3,173,completed,436,KO/TKO,1
1048,"April 15, 2017",681,346,lightweight,3,900,completed,346,decision,3
1049,"October 7, 2017",681,1061,lightweight,3,900,completed,,decision,3
1050,"January 27, 2018",681,1062,lightweight,3,900,completed,681,decision,3
1051,"December 15, 2018",681,1063,lightweight,3,900,completed,1063,decision,3
1052,"November 16, 2019",681,326,lightweight,3,900,completed,326,decision,3
1053,"June 20, 2020",681,690,lightweight,3,900,completed,681,decision,3
1054,"August 1, 2020",681,1061,lightweight,3,900,completed,681,decision,3
1055,"September 12, 2020",681,540,lightweight,3,900,completed,681,decision,3
1056,"October 31, 2020",681,539,lightweight,3,900,completed,539,decision,3
1057,"November 6, 2021",681,447,lightweight,3,145,completed,681,KO/TKO,1
1058,"February 12, 2022",681,765,lightweight,3,900,completed,681,decision,3
1059,"February 26, 2022",681,793,lightweight,5,203,completed,793,KO/TKO,1
1060,"December 17, 2022",681,546,lightweight,3,465,completed,546,KO/TKO,2
1061,"April 22, 2023",681,680,lightweight,3,275,completed,,No Contest,1
1062,"July 29, 2023",681,200,lightweight,3,894,completed,681,submission,3
1063,"October 7, 2023",681,1064,lightweight,5,33,completed,681,KO/TKO,1
1064,"December 2, 2023",681,763,lightweight,3,169,completed,763,KO/TKO,1
1065,"April 13, 2024",681,551,lightweight,3,900,completed,681,decision,3
1066,"December 13, 2025",681,1065,lightweight,3,900,completed,681,decision,3
1067,"September 28, 2021",544,90,lightweight,3,900,completed,544,decision,3
1068,"September 17, 2022",544,925,lightweight,3,900,completed,925,decision,3
1069,"April 15, 2023",544,1061,lightweight,3,900,completed,544,decision,3
1070,"September 16, 2023",544,173,lightweight,3,506,completed,544,submission,2
1071,"February 24, 2024",544,764,lightweight,3,900,completed,544,decision,3
